id,name,category,num_beds,address,suburb,state,postcode,longitude,latitude,comment,website
3082,North Richmond Family Practice,General Practice/GP,,21 Bells Line of Road,NORTH RICHMOND,NSW,2754,150.7211914,-33.58209991,"Appointments preferred, walk-ins accepted.   After Hours Arrangements:  For patients of the practice please phone 45 611 111   Weekdays please call the Hawkesbury Clinic on 02 4560 5780 Monday and Friday: 6PM to 10PM  Weekends and Public Holidays please call 45 60 5780: 2PM to 10PM.",
3083,Dr Wilson Ip,General Practice/GP,,104 Victoria Avenue,CHATSWOOD,NSW,2067,151.1952057,-33.79251099,,
3084,Long Flat Outreach Clinic,General Practice/GP,,5019 Oxley Highway,LONG FLAT,NSW,2446,152.4924316,-31.43671608,After-Hours Arrangements: This service currently has no After-Hours arrangements.,https://grangefamilymedicalcentre.com.au/long-flat-outreach-clinic/
3085,St Luke The Physician Medical And Dental Centre,General Practice/GP,,"Shop 9, 2 Hurricane Drive",RABY,NSW,2566,150.8197174,-34.02557755,After-Hours Arrangements:  Please call Sydney Medical Service - 1300 HOME GP on 02 8724 6300 or 1300 466 347 Weekdays: 7:45PM to 8AM Saturdays: 5:45PM to 10AM Sundays: 4:45PM to 8AM Public Holidays: 24 Hours.,
3086,Bawrunga Aboriginal Medical Centre - Macksville,General Practice/GP,,"Shop T5, 37 Cooper Street",MACKSVILLE,NSW,2447,152.9220886,-30.71278954,,http://bawrunga.org.au/locations/macksville/
3087,Rozelle Total Health,General Practice/GP,,579 Darling Street,ROZELLE,NSW,2039,151.1716003,-33.86013031,After Hours arrangements:  Please call 1300HOMEGP on 02 8724 6300 Between: Weekdays: 7PM - 8AM Weekends: from 1PM Saturday till 8AM Monday Public Holidays: 24 Hours.,http://www.rozelletotalhealth.com.au/
3088,Family Circle Medical Practice,General Practice/GP,,35 Gordon Avenue,HAMILTON,NSW,2303,151.751419,-32.926064,Hours may vary-   Please phone ahead for an appointment. Walk-ins welcome but appointments preferred.,
3089,Alstonville Medical Centre,General Practice/GP,,15 Bugden Avenue,ALSTONVILLE,NSW,2477,153.4392548,-28.84022331,After-Hours Arrangements:  Please call the Alstonville Medical Centre  on 02 6628 3101 Weekdays: 5:30PM to 8:30AM Weekends: 11AM Saturday to 8:30AM Monday Public Holidays: 24 Hours This service is for existing patients only.,
3090,Dr Lou Lewis Practice,General Practice/GP,,165a Perry Street,MATRAVILLE,NSW,2036,151.2308197,-33.96060562,Not taking on new patients.,
3091,CLEEVE MEDICAL CENTRE,General Practice/GP,,11 Cleeve Close,MOUNT DRUITT,NSW,2770,150.820694,-33.76835632,Closed Sundays and public holidays.  After-Hours Arrangements: Please call 13SICK on 13 74 25 Monday to Thursday- 6PM to 8:30AM Friday- 6PM to 9AM Weekends: 3PM Saturday to 8:30AM Monday Public Holidays: 24 hours.,
3092,St Anthony Medical Centre,General Practice/GP,,194 Guildford Road,GUILDFORD,NSW,2161,150.9929047,-33.85564804,Closed Sundays and public holidays.,
3093,Ulladulla Medical Clinic,General Practice/GP,,"Phillip Centre, Shop 6, 103 Princes Highway",ULLADULLA,NSW,2539,150.4736328,-35.35821915,Services include: General medical practice/GP. Closed weekends and public holidays.  After-Hours Arrangements: Please call Milton Ulladulla Hospital on 02 4455 1333 Weekdays: 5PM to 9AM Weekends: 24 hours Public Holidays: 24 hours.  Bulk-billing for under 16 year olds.,
3094,Bondi Road Doctors,General Practice/GP,,27 Bondi Road,BONDI JUNCTION,NSW,2022,151.2554169,-33.89300156,General Family Medical Practice. After-Hours Arrangements:  Please call Sydney Medical Service Co-op on 02 8724 6300 Weekdays: 6PM to 8AM Weekends: 12:30PM Saturday to 8AM Monday Public Holidays: 24 Hours.,http://www.bondiroaddoctors.com.au/
3095,Waterfront Medical Centre,General Practice/GP,,"Shop 3E, 3 The Piazza",WENTWORTH POINT,NSW,2127,151.0735626,-33.83166885,"Service available:  Onsite Pathology Service (9am   1pm)  Small procedures - Iron infusion  Online Booking available through our website, Appointment App or Health Engine.   Walk-in Accepted.   Closed Sundays and Public Holidays.   After-Hours Arrangements: Please call Concord Hospital on 02 9767 5000 Weekdays: 6PM to 9AM Weekends: 12PM Sat to 9AM Mon Public Holidays: 24 hours.",www.waterfrontmedicalcentre.com.au
3096,DR JOSHUA GEORGE SURGERY,General Practice/GP,,106 King Street,NEWCASTLE,NSW,2300,151.7799683,-32.92764282,"Bulk-billing available for Pensioners, children under 16 and Healthcare Cardholders.   Closed weekends and public holidays.",
3097,Family Medical & Dental Practice,General Practice/GP,,84 Hoxton Park Road,LIVERPOOL,NSW,2170,150.9074402,-33.92792892,After-Hours Arrangements:  Please call Sydney Medical Service Co-op on 02 8724 6300 Weekdays: 6PM to 8AM Weekends and Public Holidays: 24 Hours.,
3098,Artarmon Family Doctor,General Practice/GP,,"Shop 2, 44 Hampden Road",ARTARMON,NSW,2064,151.1856079,-33.8097496,,
3099,Practice Of Dr Anthony P Joseph,General Practice/GP,,2 Sluman Street,DENISTONE WEST,NSW,2114,151.0756226,-33.79956055,After-Hours Arrangements:  Please call Practice Of Dr Anthony P Joseph on 02 9874 1877 Weekdays: 6PM to 8AM Weekends: 12PM (midday) Saturday to 8AM Monday Public Holidays: 24 Hours The service is only available to existing patients.,
3100,Ettalong Medical Centre,General Practice/GP,,59-61 Picnic Parade,ETTALONG BEACH,NSW,2257,151.3370514,-33.51329041,After-Hours Arrangement: Please call Woy Woy After Hours Medical Service on 02 4344 8444 Weekdays: 6PM to 8AM Weekends: 12PM Saturday to 8AM Monday Public Holidays: 24 hours.,
3101,Kingsgrove Medical Centre,General Practice/GP,,496 King Georges Road,BEVERLY HILLS,NSW,2209,151.0815277,-33.94975662,,
3102,Chatswood Family Clinic,General Practice/GP,,"Lemon Grove Centre, Shop 46A, 421-441 Victoria Avenue",CHATSWOOD,NSW,2067,151.1831818,-33.79587936,Bulk billing is available to eligible patients.,
3103,Mullumbimby Comprehensive Health Centre,General Practice/GP,,60 Stuart Street,MULLUMBIMBY,NSW,2482,153.5014038,-28.55252266,,http://www.mullumhealthcentre.com/
3104,Dr Caroline Renko,General Practice/GP,,204 Russell Street,BATHURST,NSW,2795,149.5753937,-33.41529083,,
3105,Milsons Point Medical Centre,General Practice/GP,,"Suite 3, 80 Alfred Street",MILSONS POINT,NSW,2061,151.2112122,-33.84626007,Skin Cancer checks available.   After-Hours Arrangements:  Please call 13SICK on 13 74 25 Weekdays: 6PM to 8AM Weekends: 2PM Saturday to 9AM Sunday and Sunday 1PM to Monday 8AM Public Holidays: 24 Hours.,https://milsonspointmedical.com.au/
3106,Universal Medical and Dental,General Practice/GP,,228 Merrylands Road,MERRYLANDS,NSW,2160,150.9880676,-33.83695602,,
3107,The Bennelong Medical Clinic,General Practice/GP,,151 Victoria Road,GLADESVILLE,NSW,2111,151.128006,-33.83459854,"Services Provided: general practice care, diabetes checks, health assessments, Pap smear, asthma management plans, travel vaccinations, complete skin checks.   After-Hours Arrangements:  Please call Sydney Medical Services Co-op on 02 8724 6300 Weekdays: 6PM to 8AM Weekends: 12PM (midday) Saturday to 8AM Monday Public Holidays: 24 Hours.",https://thebennelongmedicalclinic.com.au/
3108,Riverstone Family Medical Practice,General Practice/GP,,71 Garfield Road,RIVERSTONE,NSW,2765,150.8642426,-33.67763901,"General Practice services including dietitian, diabetic educator, exercise physiologist and teaching of medical students and GP registrars. After-Hours Arrangements: Please call 13SICK on 13 7425.  *Patients can also go to Hawkesbury Community Health Centre",http://rfmp.com.au/
3109,DR RS MUTHUKRISHNAN FAMILY PRACTICE,General Practice/GP,,"Unit 3, 149 Great Western Highway",KINGSWOOD,NSW,2747,150.7242737,-33.75937653,Closed public holidays.,
3110,Trail Street Medical Centre,General Practice/GP,,69 Trail Street,WAGGA WAGGA,NSW,2650,147.3668518,-35.10343933,General Practice Group,http://www.trailstreetmc.com.au/
3111,Seascape Medical Centre,General Practice/GP,,289-293 Gregory Street,SOUTH WEST ROCKS,NSW,2431,153.0433807,-30.90902328,After-Hours Arrangements: Please call Seascape Medical Centre on 02 6566 6397 Weekdays: 9AM to 5PM Weekends: 24 hours Public Holidays: 24 hours.  Bulk-billing available for pensioners.,https://www.seascapemc.com.au/
3112,Berkeley Vale Medical Centre,General Practice/GP,,"Suite 3, 10 Lorraine Avenue",BERKELEY VALE,NSW,2261,151.4322205,-33.33920288,"BULK-BILLING available for all concession card holders, children under 16 years and all high school children up to 18 years of age.  After Hours the National Home Doctor Service is available for home visits to many areas of the Central Coast. They are open after 6 pm on weekdays, after 12pm on Saturdays and all day Sunday. This service is bulk billed. Their phone number is 13 74 25.",http://www.berkeleyvaledoctors.com.au/
3113,Tongarra Family Practice,General Practice/GP,,175-177 Tongarra Road,ALBION PARK,NSW,2527,150.7723389,-34.5712738,Closed weekends and public holidays.  After Hours Arrangements: Please call Radio Doctor Illawarra 02 4228 5522 Weekdays: 6PM to 8:30AM Weekends and public holidays: 24 hours.,www.tongarrafamilypractice.com
3114,The Village Medical Practice,General Practice/GP,,130 Smith Street,SUMMER HILL,NSW,2130,151.1379852,-33.89207458,Closed Sundays and public holidays.  After-Hours Arrangements: Please call The Village Medical Practice on 02 9798 3100 Mondays: 8PM to 8AM Tuesdays: 8PM to 8AM Wednesdays: 8PM to 8AM Thursdays: 8PM to 8AM Fridays: 6PM to 12AM (midnight)  Weekends: 12PM (midday) Saturday to 8AM Monday Public Holidays: 24 hours This service is only for existing patients.  Urgent appointments same day.  Services include: After hours care Home visits Visiting paediatrician Skin cancer clinic Dietician Psychologist Pathology Service Nurse Consultations Travel Clinics  Special interests: Child Health Skin Cancer Men's Health screening and management Women's Health Travel Medicine  Private billing with some bulk billing for pensioners and concession.   For After hours advice call 0451 658 658,https://www.villagemedicalpractice.com.au/
3115,Haven Medical Care Terrigal,General Practice/GP,,"G03, 6 Pine Tree Lane",TERRIGAL,NSW,2260,151.4449463,-33.44837952,After Hours Arrangements:  Please call Haven Medical Care Terrigal on 02 4385 9009 Weekdays: 6PM to 9AM Weekends: 3PM Saturday to 9AM Monday  Public Holidays: 24 Hours This service is for existing practice patients only.,http://www.havenmedicalcare.com.au
3116,Family Medical Centre - Ballina,General Practice/GP,,15 Martin Street,BALLINA,NSW,2478,153.5644989,-28.87047386,,https://www.ballinamedical.com.au/
3117,Maari Ma GPs @ Menindee Health Service,General Practice/GP,,21 Perry Street,MENINDEE,NSW,2879,142.4148712,-32.39032364,,http://www.maarima.com.au/index.php
3118,Lane Street Medical Centre,General Practice/GP,,"Unit 31, 15-17 Lane Street",WENTWORTHVILLE,NSW,2145,150.9726105,-33.80932236,After-Hours Arrangements: Please Call Sydney Medical Service Co-Op on (02) 8724 6300 Weekdays: 11PM to 8AM Weekends: 11PM to 8AM Public Holidays: 11PM to 8AM,www.lanestreetmedicalcentre.com
3119,Dr H M To Surgery,General Practice/GP,,381 Hamilton Road,FAIRFIELD,NSW,2165,150.9228363,-33.86940002,,
3120,The Oaks General Practice,General Practice/GP,,73 Central Avenue,OAK FLATS,NSW,2529,150.8187256,-34.56332397,Closed weekends and public holidays.,www.theoaksgp.com
3121,Lynwood Medical,General Practice/GP,,"Level 1 Suite 6, 2 Bungan Lane",MONA VALE,NSW,2103,151.3032684,-33.67741394,After-Hours Arrangements:  Please call 13SICK on 137 425 Weekdays: 6PM to 8AM Weekends: 12PM (midday) Saturday to 8AM Monday Public Holidays: 24 Hours.  Bulk billing is offered for DVA gold card holders & children under six.  fee apply for all Children on Saturdays.,http://lynwoodmedical.com.au/
3122,Dr Charles Lester Grace,General Practice/GP,,59 Hunter Street,NEWCASTLE,NSW,2300,151.7837677,-32.92789459,"Hours are subject to change - Please visit website for any impromptu changes.  Bulk Billing available for pensioners, valid health care card holders and children under 16 years.",www.drgrace.com.au
3123,Tenterfield Medical Centre,General Practice/GP,,123 Rouse Street,TENTERFIELD,NSW,2372,152.0183411,-29.05970764,,
3124,Corowa Mediclinic,General Practice/GP,,48 Queen Street,COROWA,NSW,2646,146.3903656,-35.99721909,"AFTER HOURS ARRANGEMENT: Please contact Corowa District Hospital on 02 6033 7555 between,  Monday to Friday: 6:00 PM - 8:00 AM Weekends: 1:00 PM - 9:00 AM Public Holidays: 24 Hours.  OR contact the GP After Hours Phone Line on 1800 022 222.",
3125,Royal Randwick Medical Centre,General Practice/GP,,"Royal Randwick Shopping Centre, Shop 70, 73-115 Belmore Road",RANDWICK,NSW,2031,151.2409821,-33.91510773,After-Hours Arrangements: Please call DoctorDoctor on 132660 Weekdays: 6PM to 8AM Weekends: 2PM (Sun) to 8AM Mon Public Holidays: 24 hours.,
3126,Best Care Medical Clinic - Liverpool,General Practice/GP,,169 Elizabeth Drive,LIVERPOOL,NSW,2170,150.9116516,-33.91643524,,www.bestcaremedical.com.au
3127,Rouse Hill Family Medical Practice,General Practice/GP,,257 Annangrove Road,ROUSE HILL,NSW,2155,150.9264526,-33.65759277,,http://www.rousehillfamilymedicalpractice.com.au/
3128,Alma Road Family Practice,General Practice/GP,,15 Alma Road,NEW LAMBTON,NSW,2305,151.714447,-32.92200851,Closed weekends and public holidays.,
3129,Portland Surgery,General Practice/GP,,61 Williwa Street,PORTLAND,NSW,2847,149.981781,-33.35324097,,
3130,DR Perera's Medical Practice - Cootamundra,General Practice/GP,,42 Cooper Street,COOTAMUNDRA,NSW,2590,148.0276337,-34.63762283,Closed weekends and public holidays.  After-Hours Arrangements: Please call The Cootamundra Hospital on 02 6942 0444 Mondays & Tuesdays: 6PM to 9AM  Wednesdays: 4PM to 9AM Thursdays: 6PM to 9AM Fridays: 6PM to 12AM(midnight) Weekends: 24 hours Public Holidays: 24 hours.,
3131,Southlands Medical Clinic Penrith,General Practice/GP,,218 Derby Street,PENRITH,NSW,2750,150.6962738,-33.75725937,,
3132,Engadine Central Medical Centre,General Practice/GP,,996 Old Princes Highway,ENGADINE,NSW,2233,151.0155029,-34.06449509,After-Hours Arrangements:  Please call Sydney Medical Service Co-op on 02 8724 6300 Weekdays: 6PM to 8AM Weekends: 3PM to 8AM Monday Public Holidays: 24 Hours.,http://www.engadinecentralmedical.com.au/
3133,Dr Paul Placanica,General Practice/GP,,234 King Street,MASCOT,NSW,2020,151.1933136,-33.92969131,,
3134,The Valley Plaza Medical Centre,General Practice/GP,,"Valley Plaza, Shop 5B, 189 Wilson Road",HINCHINBROOK,NSW,2168,150.8673706,-33.90742874,"Walk-in clinic.   Public holiday hours varies, contact practice for more information.      We are a Bulk Billing,  fully accredited Medical Centre, open 7 days per week. We have Male and Female Doctors dedicated to delivering high quality community based healthcare. We have friendly, approachable administration and nursing staff. We hold a Travel Vax Health Clinic every Monday, to ensure all your travel health needs and recommendations are met prior to reaching your destination. Our onsite services include Pathology, Massage and Chinese Medicine, Physiotherapy, visiting Psychologist, Dietitian and Podiatrist.  Our Doctors have special interests in Paediatrics, Antenatal Shared Care, Family Medicine, WorkCover, Chronic Disease Management and Planning, Mental Health, Skin Checks, and Minor Procedures, including removal and insertion of Implanon (contraception device). After-Hours Arrangements: Please call DoctorDoctor on 132660 Weekdays: 7PM to 8AM Weekends: 6:30PM Sat to 9AM Sun then 3PM Sun to 8AM Mon Public Holidays: From 3PM and when practice is closed.",http://www.ipn.com.au/
3135,Sydney Medical Centre,General Practice/GP,,"HSBC Building, Mezzanine M1, 580 George Street",SYDNEY,NSW,2000,151.2070923,-33.87488556,"Walk ins are bulk billed, there is a fee for appointments.  Closed Christmas Day, New Years Day, and Good Friday.  After Hours Arrangements: Please call Sydney Medical Centre on 02 9261 9200  Weekdays: 7PM to 7AM  Weekends: 6PM Saturday to 7AM Monday Public Holidays: 4PM to 7AM This service is available only to current practice patients.",http://www.sydmedicalcentre.com.au/
3136,Bronte Medical Centre,General Practice/GP,,"Suite 1, 133-135 Macpherson Street",BRONTE,NSW,2024,151.2634583,-33.90642929,Patients under the age of 16 are bulk billed as are patients with Pension cards or Health Care cards.  Appointments are recommended but not required.,
